0	0.000845889
0.0002	0.000848738
0.0004	0.000851375
0.0006	0.000853799
0.0008	0.00085604
0.001	0.000858107
0.0015	0.000862577
0.002	0.000866105
0.0025	0.000868823
0.003	0.000870856
0.0035	0.000872833
0.004	0.000874557
0.0045	0.00087614
0.005	0.00087755
0.0055	0.000878817
0.006	0.000879932
0.0065	0.000881079
0.007	0.000882151
0.0075	0.000883153
0.008	0.000884083
0.0085	0.000884966
0.009	0.000885788
0.0095	0.000886631
0.01	0.000887437
0.011	0.000888954
0.012	0.000890336
0.013	0.000891689
0.014	0.000892956
0.015	0.000894141
0.016	0.000895342
0.017	0.000896512
0.018	0.000897643
0.019	0.000898751
0.02	0.000899826
0.021	0.000900896
0.022	0.000901946
0.023	0.000902977
0.024	0.000903987
0.025	0.000904985
0.026	0.000905974
0.027	0.000906949
0.028	0.000907912
0.029	0.000908863
0.03	0.000909801
0.031	0.000910736
0.032	0.000911661
0.033	0.000912576
0.034	0.000913483
0.035	0.000914381
0.036	0.000915272
0.037	0.000916155
0.038	0.00091703
0.039	0.000917898
0.04	0.000918758
0.041	0.000919612
0.042	0.000920459
0.043	0.0009213
0.044	0.000922134
0.045	0.000922961
0.046	0.000923783
0.047	0.000924598
0.048	0.000925406
0.049	0.000926209
0.05	0.000927006
0.051	0.000927797
0.052	0.000928582
0.053	0.000929361
0.054	0.000930135
0.055	0.000930903
0.056	0.000931666
0.057	0.000932423
0.058	0.000933174
0.059	0.00093392
0.06	0.000934661
0.061	0.000935396
0.062	0.000936127
0.063	0.000936851
0.064	0.000937571
0.065	0.000938286
0.066	0.000938995
0.067	0.0009397
0.068	0.000940399
0.069	0.000941094
0.07	0.000941783
0.071	0.000942468
0.072	0.000943147
0.073	0.000943822
0.074	0.000944492
0.075	0.000945157
0.076	0.000945818
0.077	0.000946474
0.078	0.000947125
0.079	0.000947771
0.08	0.000948413
0.081	0.000949051
0.082	0.000949684
0.083	0.000950312
0.084	0.000950936
0.085	0.000951556
0.086	0.00095217
0.087	0.00095278
0.088	0.000953386
0.089	0.000953987
0.09	0.000954583
0.091	0.000955175
0.092	0.000955762
0.093	0.000956344
0.094	0.000956923
0.095	0.000957496
0.096	0.000958065
0.097	0.00095863
0.098	0.00095919
0.099	0.000959746
0.1	0.000960297
0.11	0.00096557
0.12	0.000970412
0.13	0.000974835
0.14	0.000978844
0.15	0.000982447
0.16	0.000985653
0.17	0.000988472
0.18	0.000990914
0.19	0.000992986
0.2	0.00099469
0.21	0.000996033
0.22	0.000997022
0.23	0.000997644
0.24	0.000997897
0.25	0.000997794
0.26	0.00099734
0.27	0.000996527
0.28	0.000995355
0.29	0.000993826
0.3	0.000991944
0.31	0.000989716
0.32	0.000987148
0.33	0.000984251
0.34	0.000981027
0.35	0.000977479
0.36	0.000973614
0.37	0.000969441
0.38	0.000964965
0.39	0.000960198
0.4	0.000955149
0.41	0.000949823
0.42	0.00094423
0.43	0.000938378
0.44	0.000932277
0.45	0.000925938
0.46	0.00091937
0.47	0.000912584
0.48	0.000905591
0.49	0.000898404
0.5	0.000891032
0.51	0.000883482
0.52	0.000875767
0.53	0.000867897
0.54	0.000859888
0.55	0.000851733
0.56	0.000843412
0.57	0.000834924
0.58	0.000826275
0.59	0.000817455
0.6	0.000808473
0.61	0.00079934
0.62	0.00079006
0.63	0.000780642
0.64	0.000771096
0.65	0.000761433
0.66	0.000751663
0.67	0.000741796
0.68	0.000731838
0.69	0.000721798
0.7	0.00071169
0.71	0.000701522
0.72	0.00069131
0.73	0.00068106
0.74	0.000670787
0.75	0.0006605
0.76	0.000650213
0.77	0.000639936
0.78	0.000629674
0.79	0.000619435
0.8	0.00060921
0.81	0.000598995
0.82	0.000588802
0.83	0.000578618
0.84	0.000568402
0.85	0.000558161
0.86	0.000547905
0.87	0.00053764
0.88	0.000527376
0.89	0.000517122
0.9	0.000506888
0.91	0.000496683
0.92	0.000486515
0.93	0.000476397
0.94	0.000466335
0.95	0.000456341
0.96	0.000446423
0.97	0.000436593
0.98	0.000426858
0.99	0.000417223
1	0.000407695
1.01	0.000398283
1.02	0.000388995
1.03	0.00037984
1.04	0.000370828
1.05	0.00036197
1.06	0.000353275
1.07	0.000344747
1.08	0.000336336
1.09	0.000328029
1.1	0.00031983
1.11	0.000311747
1.12	0.000303787
1.13	0.000295958
1.14	0.000288263
1.15	0.00028071
1.16	0.000273287
1.17	0.000265971
1.18	0.000258768
1.19	0.000251685
1.2	0.000244727
1.21	0.000237903
1.22	0.000231218
1.23	0.00022468
